author,publised_at,updated_at,like_count,text,Sentiment
@63yashdubey71,2024-05-06T10:06:17Z,2024-05-06T10:06:17Z,0,Spoiler....<br><br><br><br><br>Crazyyy team switch 🤣🤣their faces 😂,0
@blahblahblah1151,2024-05-06T10:05:38Z,2024-05-06T10:05:38Z,1,Behzinga is best host prove me wrong,1
@xxxllj223,2024-05-06T10:02:34Z,2024-05-06T10:02:34Z,1,"A cow named Galaxy, the milky way, funny",1
@Syndor12,2024-05-06T10:02:33Z,2024-05-06T10:02:33Z,1,"Knowing that Ethan eventually ended up in the hospital, I had so much anxiety watching this video as you can see his asthma getting progressively worse in the background while he tries to firm it",-1
@darkphoenix024,2024-05-06T10:02:08Z,2024-05-06T10:02:08Z,0,Great vid behz. Keep it up,1
@thunder-iy4xy,2024-05-06T10:02:08Z,2024-05-06T10:02:08Z,5,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4211"">1:10:11</a> happy family",1
@amossalvestro1363,2024-05-06T10:01:55Z,2024-05-06T10:01:55Z,1,"Love how harry looks like he has been edited in when in the back of the cheap team, looks like its green screened",1
@shinobi3406,2024-05-06T10:01:34Z,2024-05-06T10:01:34Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1291"">21:31</a> is iconic",1
@lochlanwithey467,2024-05-06T10:00:01Z,2024-05-06T10:00:01Z,0,Josh called it on ethan having an asthma attack,0
@htfcmcghee,2024-05-06T09:57:38Z,2024-05-06T09:57:38Z,0,"Next Sunday<br>Sidemen £500,000 Vs £5 NHS Special",1
@J4RAD_,2024-05-06T09:57:36Z,2024-05-06T09:57:36Z,1,Hats off to Ethan 💯,0
@kushagraagrawal3113,2024-05-06T09:57:25Z,2024-05-06T09:57:25Z,0,It&#39;s 40 degree Celsius in India and seeing them wearing such bulky clothes is really ...... HOT,1
@Harry-jl1bz,2024-05-06T09:57:24Z,2024-05-06T09:57:24Z,1,"why do they keep adding random z list celebs, its so weird",-1
@RaJa-sc7vo,2024-05-06T09:57:17Z,2024-05-06T09:57:17Z,0,come to india ....talk to few docs ....there is a brown powder idk what it calls but it did helped me with my asthma breathing problems ....(if u have the same prob),-1
@mitchwhiley6851,2024-05-06T09:56:05Z,2024-05-06T09:56:05Z,0,“If it makes you feel any better we milked a cow”,1
@kb.twister1888,2024-05-06T09:55:39Z,2024-05-06T09:55:39Z,0,Ethan had took revenge on vik from split or steal,0
@garethtaylor7,2024-05-06T09:55:08Z,2024-05-06T09:55:08Z,1,Has Vik given up?,0
@harrydyer7375,2024-05-06T09:54:56Z,2024-05-06T09:54:56Z,0,That shin scene was hilarious,1
@HimanshuSharma-nf1eg,2024-05-06T09:54:47Z,2024-05-06T09:54:47Z,1,BEHZ IS A 🤴🏼,0
@barni_b,2024-05-06T09:54:46Z,2024-05-06T09:54:46Z,0,"I&#39;ll be making my team of first aiders watch this and let them spot when they would intervene. Literally signs of deterioration throughout, it&#39;s very interesting.<br><br>I do think though, I would&#39;ve done everything to cut it from the video. Your immature audience is definitely gonna treat this as a meme and instead of spreading awareness of asthma attacks.. It&#39;ll probably do a lot worse, I mean even JJ and Harry.. grown men can&#39;t understand that it&#39;s not a joke lol",1
@young_child2528,2024-05-06T09:53:16Z,2024-05-06T09:53:16Z,0,Banger,0
@Azza-10,2024-05-06T09:52:46Z,2024-05-06T09:52:46Z,1,I stayed in the hotel at the end of the vid,0
@BiggieZee,2024-05-06T09:52:23Z,2024-05-06T09:52:23Z,0,This really was a banger! Big up Bhez,1
@AryanBharucha,2024-05-06T09:52:17Z,2024-05-06T09:52:17Z,0,Why sideman and beta squad <br>Doing the same thing😂,0
@amirhosseinjooya9110,2024-05-06T09:52:12Z,2024-05-06T09:52:12Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3552"">59:12</a> lamo🤣🤣🤣🤣",0
@localman9104,2024-05-06T09:51:21Z,2024-05-06T09:51:21Z,9,i love that harry is just casually whistling wallace and gromit,-1
@Marcos_soto1477,2024-05-06T09:50:33Z,2024-05-06T09:50:33Z,0,I enjoy when Kai and harry are on the good team just not as good when they go to the bad team lmao,1
@wutangtimmy3064,2024-05-06T09:48:52Z,2024-05-06T09:48:52Z,0,You know everyone getting older when Ethan’s hair is thinning,1
@tanishpatelpro8285,2024-05-06T09:48:45Z,2024-05-06T09:48:45Z,0,Ksi playing with the steering wheel while Tobi drives is like nahhhh man 😂😂,0
@YamarooBrain,2024-05-06T09:48:35Z,2024-05-06T09:48:35Z,0,Ethan do a good job,1
@michaelandronico9802,2024-05-06T09:48:18Z,2024-05-06T09:48:18Z,0,Top tier sidemen video,1
@thunder-iy4xy,2024-05-06T09:48:07Z,2024-05-06T09:48:07Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3806"">1:03:26</a> 😂",0
@user-sk1oe3zn7c,2024-05-06T09:47:57Z,2024-05-06T09:47:57Z,0,Ive been to mendips for banger racing,0
@kayleighos,2024-05-06T09:47:08Z,2024-05-06T09:47:08Z,0,hahaha i saw the tiktok saying they saw the boys in a ratty camper,1
@amirtaufiq797,2024-05-06T09:47:05Z,2024-05-06T09:47:05Z,0,Jj having traumatised after milking cow crack me up 😂,-1
@thunder-iy4xy,2024-05-06T09:45:40Z,2024-05-06T09:45:40Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3672"">1:01:12</a> 😂",0
@tanzigamer3226,2024-05-06T09:44:57Z,2024-05-06T09:44:57Z,0,Another day and another chapter added to viks revenge arc,0
@JBJacob____,2024-05-06T09:44:53Z,2024-05-06T09:44:53Z,0,Behz is ❤❤,0
@weirdbychoice5099,2024-05-06T09:44:53Z,2024-05-06T09:44:53Z,1,"Before I even watch the video I am guessing vik, josh and Harry are in the bad team",-1
@wilkesy2184,2024-05-06T09:44:37Z,2024-05-06T09:44:37Z,0,"what a banger from ethan, look after yourself brother",0
@mrdipzgaming9150,2024-05-06T09:43:23Z,2024-05-06T09:43:23Z,0,i swear if there’s not a movie about the sidemen in 10 years i’m gonna be really disappointed,-1
@iShowGaming02,2024-05-06T09:42:30Z,2024-05-06T09:42:30Z,1,"Simon : &quot;to be fair , Ethan&#39;s quite decent at cooking stuff&quot;<br>.....meanwhile ...<br><br>Ethan : Casually drops a raw  juicy bacon on the dirty  floor .",-1
@bibhushanrajthala,2024-05-06T09:41:58Z,2024-05-06T09:41:58Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5218"">1:26:58</a> so thats the nwwe gold channel",0
@XXIXIXX,2024-05-06T09:41:52Z,2024-05-06T09:41:52Z,0,toff talking about &#39;&#39;old gear&#39;&#39; by the look of her eyes she been on the gear mate.,0
@kedharnarayanan3691,2024-05-06T09:41:49Z,2024-05-06T09:41:49Z,0,viks migraine is the most relatable thing ever,1
@PlayrAds,2024-05-06T09:40:22Z,2024-05-06T09:40:22Z,1,Ethan’s “mates” laughing whilst he can’t breathe.,0
@fatal9431,2024-05-06T09:40:09Z,2024-05-06T09:40:09Z,0,"got fat again, godamn neek",0
@DesyncGaming.,2024-05-06T09:39:58Z,2024-05-06T09:39:58Z,0,Vik such a Debby Downer,0
@Ray_Kaminari,2024-05-06T09:39:12Z,2024-05-06T12:03:17Z,189,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5487"">1:31:27</a> josh is so wholesome in this whole bit. he is actually the most cheerful sidemen i think , he his usually always has smile on his face and is freat vibes , doesn&#39;t get pissed or ofeended half as much. Like all things considering if i have to chose one sidemen that i wish was friends with it would probably be him.",1
@Alacica,2024-05-06T09:38:34Z,2024-05-06T09:38:34Z,0,W video it almost killed Ethan but it was worth it!!! congrats,1
@lilxander3621,2024-05-06T09:38:19Z,2024-05-06T09:38:19Z,8,"Someone needs to address how dangerous what JJ was doing in <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3960"">1:06:00</a>. You can play around for content all you want, but not when it comes to people’s lives. Pouring gas on the floor so carelessly in a gas station is one of the most stupid and irresponsible things I’ve seen him do, risking potential lives in the process. He should’ve told Tobi to move up a little bit instead of just pouring it on the floor to look “silly” and “be funny”. I love JJ to bits, but he needs to act responsible more often, especially when it comes to stuff this dangerous.",-1
@ARYAN-jw8bz,2024-05-06T09:38:17Z,2024-05-06T09:38:17Z,0,you know it’s gonna be a banger when jj and harry are on a same twam,0
@Fonetiker,2024-05-06T09:38:14Z,2024-05-06T09:38:14Z,0,It’s so boring that JJ always gets on the good team.,-1
@eminarifov9092,2024-05-06T09:38:03Z,2024-05-06T09:38:03Z,0,Dancing in the sunshine… iykyk,0
@fatal9431,2024-05-06T09:37:50Z,2024-05-06T09:37:50Z,0,engaged vs non engaged 31 year olds nonces,0
@deiplays8198,2024-05-06T09:37:33Z,2024-05-06T09:37:33Z,0,gotta love harry&#39;s gambling session,1
@daRkxRelik,2024-05-06T09:36:56Z,2024-05-06T09:36:56Z,0,The best part of these videos is them trying to figure out which team they’re on.,1
@dajj170,2024-05-06T09:36:27Z,2024-05-06T09:36:27Z,0,&quot;We are sexually assaulting a cow&quot; -ksi 2024,1
@CJ2Loud,2024-05-06T09:36:25Z,2024-05-06T09:36:25Z,0,Vik complains on the bad team. Vik complains on the good team. 😂 he just looks done,1
@skitzoirish1386,2024-05-06T09:36:11Z,2024-05-06T09:36:11Z,0,why isnt anyone talking about much josh beat the rest of them by in the race,1
@princekevinjansz7382,2024-05-06T09:34:58Z,2024-05-06T09:34:58Z,1,moral of these vids is. Appreciate what you have cuz it could be worse,-1
@AlteredNZ,2024-05-06T09:34:23Z,2024-05-06T09:34:23Z,0,"“See the key is with stuff like this, when you’re cooking on the go.. is too uh.. is to.. is. When we have the eggs right, you want all the fat from the bacon to have. Do you know what i mean?”",-1
@Kez_abi,2024-05-06T09:34:08Z,2024-05-06T10:16:56Z,0,JJ becoming a vegan right in front of us!<br><br>This is the type of video I want to see more of (minus the asthma attack but to be honest I&#39;m glad you left it in and were open about it because often people don&#39;t show it). I literally just commented on the what&#39;s good podcast to say no more plane videos please can you use other modes of transport instead of planes (ferries etc) and here the video is!<br>Do think you all should have got your Carbon monoxide levels checked because Viks headache and sleepyness was concerning! But very good video thankyou!,1
@olivercosgrove7258,2024-05-06T09:33:54Z,2024-05-06T09:33:54Z,0,Two great sidemen Sundays in a row,1
@user-dc2dg8qb8k,2024-05-06T09:33:12Z,2024-05-06T09:33:12Z,0,3 mil views in 15 hours thay fell off and got sent to heaven,0
@randygabrieldevan1700,2024-05-06T09:32:43Z,2024-05-06T09:32:43Z,0,Not gonna lie.. ethan is the best host by far,1
@BennyLouds,2024-05-06T09:32:32Z,2024-05-06T09:32:32Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2626"">43:46</a> damn JJ was close to smashing his head on that cabinet when he reacts wow",1
@KarmaNightmxre,2024-05-06T09:31:40Z,2024-05-06T09:31:40Z,0,Simon: &quot;Ethan is actually quite good at cooking&quot;<br><br><b>video cuts to Ethan dropping bacon on the floor</b>,1
@oliveryoungtravels,2024-05-06T09:31:05Z,2024-05-06T09:31:05Z,0,Absolut Banger,0
@BigMickOs,2024-05-06T09:27:53Z,2024-05-06T09:27:53Z,1,Respect behz,0
@shauncollinson4393,2024-05-06T09:27:24Z,2024-05-06T09:27:24Z,1,Absolute banger bez. ❤,1
@AnstunSR,2024-05-06T09:27:11Z,2024-05-06T09:27:11Z,0,My d needs to b sucķéď,0
@moses5636,2024-05-06T09:25:57Z,2024-05-06T09:25:57Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4308"">1:11:48</a> song ??",0
@AnstunSR,2024-05-06T09:25:44Z,2024-05-06T09:25:44Z,0,I think I need my d sucked,0
@Lukamvgg,2024-05-06T09:24:48Z,2024-05-06T09:24:48Z,1,Just breath bro,0
@jaskiratthegk6838,2024-05-06T09:23:57Z,2024-05-06T09:23:57Z,1,ethan is a big W,0
@thunder-iy4xy,2024-05-06T09:23:21Z,2024-05-06T09:23:21Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2342"">39:02</a> <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2343"">39:03</a> yooo😮😮",0
@Kez_abi,2024-05-06T09:23:09Z,2024-05-06T13:31:12Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2210"">36:50</a> Josh and Ethan actually called it there! <br>I&#39;m glad you left the Asthma PSA at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4873"">1:21:13</a> in! And were honest about how you felt!",1
@kb.twister1888,2024-05-06T09:22:52Z,2024-05-06T09:22:52Z,0,Justice for vik😂👇🏻,0
@kentoterada6544,2024-05-06T09:22:10Z,2024-05-06T09:22:10Z,0,too long,-1
@justinroser6833,2024-05-06T09:21:32Z,2024-05-06T09:21:32Z,0,&quot;Non Stop Pop FM&quot;,0
@Mathewchallenges479,2024-05-06T09:21:19Z,2024-05-06T09:21:34Z,2,ABSOLUTE BANGER VIDEO ❤,1
@Chinese_Hacker_LMFAO,2024-05-06T09:21:13Z,2024-05-06T09:21:13Z,0,"The good team reactions are always so fake, like they don&#39;t eat or travel more expensive than this",1
@JBJacob____,2024-05-06T09:20:55Z,2024-05-06T09:20:55Z,0,What if the cow was married 😂🤣🤣😂 <br>Typical jj 😂🤣🤣♥️♥️,1
@jensgyland5757,2024-05-06T09:20:28Z,2024-05-06T09:20:28Z,0,"This was so chaotic hhahahahaha, really good vid",1
@wsg.niggas,2024-05-06T09:20:18Z,2024-05-06T09:20:18Z,0,Ethan as a host is amazing,1
@kyu7283,2024-05-06T09:20:18Z,2024-05-06T13:39:52Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=563"">9:23</a> xD",0
@grahamhay4512,2024-05-06T09:19:59Z,2024-05-06T09:19:59Z,0,Get well soon ethan,0
@thunder-iy4xy,2024-05-06T09:19:07Z,2024-05-06T09:19:07Z,1,Vik needs to enjoy the moments,1
@gamekid2771,2024-05-06T09:18:09Z,2024-05-06T09:18:09Z,1,Nah honestly for me ksi killed it in this video but big up behz coz this is a masterpiece 👏,1
@willwolf733,2024-05-06T09:16:51Z,2024-05-06T09:17:08Z,0,Toff was a great guest that blended in quite well. Gave a fresh spirit to the video.,1
@redbing1918,2024-05-06T09:16:31Z,2024-05-06T09:16:31Z,7,"Ghost spotted at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4965"">1:22:45</a>",0
@eve3390-mw2nk,2024-05-06T09:16:26Z,2024-05-06T09:16:26Z,0,Banging Video,0
@Realsagenotfound,2024-05-06T09:16:14Z,2024-05-06T09:16:14Z,1,Poor Harry cant even sleep xD,-1
@blahblahblah1151,2024-05-06T09:16:07Z,2024-05-06T09:16:07Z,0,Vik and ksi shoulda been swapped,0
@Realsagenotfound,2024-05-06T09:15:40Z,2024-05-06T09:15:40Z,1,Simon scared about him dying at every right turn  is lowkey soo funny,1
@jarrodcox4600,2024-05-06T09:15:23Z,2024-05-06T09:15:23Z,0,Love Harry... but watching him gamble isn&#39;t content...,1
@TheRealEz1ck,2024-05-06T09:14:19Z,2024-05-06T09:14:19Z,0,"Banger vid, lots of motion, lively. Well done ethan",1
@sexysam-zp4hh,2024-05-06T09:13:57Z,2024-05-06T09:13:57Z,0,honestly if vikk doesn`t get the rich team anymore then his villan arc is totally valid,1
@Ray_Kaminari,2024-05-06T09:13:46Z,2024-05-06T09:13:46Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4350"">1:12:30</a> lmaooo Josh",0
@blahblahblah1151,2024-05-06T09:13:38Z,2024-05-06T09:13:38Z,0,Putting sidemen on the right team based on how much they gloat <br>Josh goes on bad because everytime he host he always annoys those on bad team<br>Ksi goes on bad because he usally taunts the other team <br>Simon because he is offen ungrateful with what i would get on a family holliday<br>Behzinga on bad because ungrateful <br><br>Harry on good because he just enjoys his experience unless someone picks on him<br>Vik goes on good because genuinely feel bad <br>Tobi is never hugely annoyed,-1
@xboxrpnation2983,2024-05-06T09:13:15Z,2024-05-06T09:13:15Z,1,These team swaps are just getting dumb lol,1
@Larakinerd,2024-05-06T09:13:08Z,2024-05-06T09:13:08Z,0,Toff was moist for KSI,0
@PlayrAds,2024-05-06T09:12:56Z,2024-05-06T09:12:56Z,1,KSI was so annoying in this.,-1
@lorenzovonmatterhorn6773,2024-05-06T09:12:40Z,2024-05-06T09:12:40Z,1,Nah Ethan might be the best cheap v expensive planner after Josh.,1
@naheem1652,2024-05-06T09:12:32Z,2024-05-06T09:12:32Z,1,All vik did in this video was complain. Grow up,0
@ollieupton1,2024-05-06T09:12:12Z,2024-05-06T09:12:30Z,0,Who ever edited the video titled Ben Collins as Dan Collins,0
@imasharathnayake2805,2024-05-06T09:11:33Z,2024-05-06T09:11:33Z,0,Ethan&#39;s my guy... we love you Ethan ❤,1
@kr.shna_rk,2024-05-06T09:09:55Z,2024-05-06T09:09:55Z,0,Earlier RV and Van video in LA fu**ked  Vik and Josh....and its again😂😂😂😂,0
@user-gf1ko5uu6p,2024-05-06T09:08:04Z,2024-05-06T09:08:04Z,0,😋😋😋😋,0
@jpopey91,2024-05-06T09:07:57Z,2024-05-06T09:07:57Z,0,&quot;Must me a mansion or something&quot; just a water pumping station 😂,0
@DesyncGaming.,2024-05-06T09:06:52Z,2024-05-06T09:06:52Z,0,If JJ lost all his money he would be screwed he has no idea how to real life.,1
@justjay4586,2024-05-06T09:06:27Z,2024-05-06T09:06:27Z,0,"Sorry, I absolutely love the boys of the Sidemen, but I have to shout out to the editors. They are really going the extra mile. Practically carrying the team sometimes. (exaggerated)",-1
@chazllear,2024-05-06T09:05:45Z,2024-05-06T09:05:45Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4960"">1:22:40</a> vik fly fishing with feather LMFAO. This isn&#39;t Runescape bud",1
@fotbollerzdiggson7238,2024-05-06T09:05:43Z,2024-05-06T09:05:43Z,0,Banger!,0
@samashcroft1017,2024-05-06T09:05:38Z,2024-05-06T09:05:38Z,0,I hope you are okay Ethan!,1
@ninisamakashvili,2024-05-06T09:05:31Z,2024-05-06T09:05:31Z,1,Whats up with Harry gambling lately😂,0
@AmpuLeah,2024-05-06T09:05:02Z,2024-05-06T09:05:02Z,0,JJ is so rich that he doesn&#39;t even know how the gas pump works,1
@nikolapavliskova2414,2024-05-06T09:04:44Z,2024-05-06T11:40:36Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=412"">6:52</a> &quot;Oh my god, I&#39;m dying, tell Talia I loved her!&quot; 😃🤣 That killed me, felt too real 😃😅<br><br>I&#39;m so glad Ethan is alright 🥰, I also suffer from asthma but I&#39;ve never experienced this so I was really scared for him. Hope this never happens again. And I have to say that Ethan also cooked with this vid, I truly enjoyed it ❤💪",1
@NoMouthNoScream,2024-05-06T09:03:17Z,2024-05-06T09:03:17Z,0,Tobi is a bad friend,-1
@kristianwaldbaum584,2024-05-06T09:02:37Z,2024-05-06T09:02:37Z,0,Someone remind harry that piss is steril,0
@callumwhelan6850,2024-05-06T09:02:29Z,2024-05-06T09:02:29Z,2,Watching the boys sing Friday was such a wholesome moment,0
@levythemenn7906,2024-05-06T09:01:28Z,2024-05-06T09:01:28Z,8,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5838"">1:37:18</a> this had me rolling 🤣",0
@soph.life.is.good12,2024-05-06T09:01:26Z,2024-05-06T09:01:26Z,0,why are people  hating on ethan? what has he done wrong,-1
@stevenb6756,2024-05-06T09:01:01Z,2024-05-06T09:01:01Z,1,Let Ethan coooook 👏,0
@bibhushanrajthala,2024-05-06T09:00:21Z,2024-05-06T09:00:21Z,2,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4175"">1:09:35</a> funny how they all see spanking after seeing the belt",1
@PersonalMaster,2024-05-06T08:59:42Z,2024-05-06T08:59:42Z,1,I hope Ethan is genuinely okay.,1
@calvinpowell,2024-05-06T08:59:19Z,2024-05-06T08:59:19Z,0,The pfp’s in this comment section are crazy,-1
@saifhussain9701,2024-05-06T08:59:05Z,2024-05-06T08:59:05Z,1,"JJ doing well at clay pigeon shooting was acc bare wholesome, I love to do it in my free time so it was nice to see broski going at it and nailing it simultaneously",1
@jacobpenha,2024-05-06T08:58:26Z,2024-05-06T08:58:26Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4136"">1:08:56</a>",0
@user-oh2en4ow2y,2024-05-06T08:58:00Z,2024-05-06T08:58:00Z,1,"vik needs a good team , guy always gets the bad ones",1
@xanderblaze,2024-05-06T08:57:43Z,2024-05-06T08:57:43Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4073"">1:07:53</a> 🤨📸",0
@redbing1918,2024-05-06T08:57:37Z,2024-05-06T08:57:37Z,6,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3897"">1:04:57</a> 😂😂",0
@tomaetos6350,2024-05-06T08:56:05Z,2024-05-06T08:56:05Z,3,jj is a weirdo for that cow comment,-1
@metalcitrom,2024-05-06T08:55:59Z,2024-05-06T08:55:59Z,0,great video ethan!,1
@strawberrymilkyswe,2024-05-06T08:55:52Z,2024-05-06T08:55:52Z,1,Ethan is truly a real one!!💯❤️,1
@general...anxiety,2024-05-06T08:55:28Z,2024-05-06T08:55:28Z,0,If you don’t agree with Ksi somethings wrong with yall😂,-1
@SarcasticSloth69,2024-05-06T08:54:53Z,2024-05-06T08:54:53Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1139"">18:59</a>",0
@MR_B990,2024-05-06T08:54:27Z,2024-05-06T08:54:27Z,1,Like my comment,0
@Realsagenotfound,2024-05-06T08:53:39Z,2024-05-06T08:53:39Z,2,WHAT!? ksi said he isn&#39;t gloating xD,0
@Jade-jh5fg,2024-05-06T08:53:14Z,2024-05-06T08:53:14Z,0,This was actually Entertaining. Besides the fact that Ethan went to the the hospital,1
@JustMatthew133,2024-05-06T08:53:03Z,2024-05-06T08:53:03Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4954"">1:22:34</a> even the caninet is closing",0
@Trizyboi,2024-05-06T08:52:29Z,2024-05-06T08:52:29Z,3,After what I have seen I officially think that KSI is the worst driver of the Sidemen 😂,-1
@JayAyyKay001,2024-05-06T08:52:16Z,2024-05-06T08:52:16Z,0,Big respect to ethan 🙏<br>Asthma is not a joke but he stayed strong through it 💯,1
@petreeeeeee,2024-05-06T08:51:57Z,2024-05-06T08:51:57Z,0,Ethan is a champ! Loved the way he hosted for this vid. Always going along with the bad team. What a legend! Another one please!,-1
@yashkothari5030,2024-05-06T08:51:42Z,2024-05-06T08:51:42Z,0,"lovely video mate, hope youre great now :D",1
@bibhushanrajthala,2024-05-06T08:51:39Z,2024-05-06T08:51:39Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3914"">1:05:14</a> this man is 31 lol",1
@wildft,2024-05-06T08:49:47Z,2024-05-06T08:49:47Z,0,Massive props to Ethan this vid planned it and almost died doing it,0
@masterozgamingcentre8690,2024-05-06T08:49:19Z,2024-05-06T08:49:19Z,0,That edit from look at the breakfast to Vik was golden😂,0
@TheMesiah-jh5ff,2024-05-06T08:49:17Z,2024-05-06T08:49:17Z,0,Pure Gold this video. Pure Gold..,1
@jaibones9500,2024-05-06T08:49:05Z,2024-05-06T08:49:05Z,0,Bro wtf was für Elise playing. I thought my phone was ringing cause that’s my ringtone,-1
@Izaak_gamez,2024-05-06T08:48:26Z,2024-05-06T08:48:26Z,0,father behz is cooking with these video ideas,0
@thunder-iy4xy,2024-05-06T08:47:43Z,2024-05-06T08:47:43Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=788"">13:08</a> ☠️",0
@bibhushanrajthala,2024-05-06T08:46:30Z,2024-05-06T08:46:30Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3735"">1:02:15</a> ss that.. tobi hahah",0
@fan-7a7-tastic4,2024-05-06T08:46:24Z,2024-05-06T08:46:24Z,0,"Truly an amazing video, Ethan please take care of yourself and take Asthma seriously, don’t go around triggers for an attack",1
@general...anxiety,2024-05-06T08:46:07Z,2024-05-06T08:46:07Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5157"">1:25:57</a> <br>What if is cow is married got me 😂😂",1
@ravenhernandez8715,2024-05-06T08:45:38Z,2024-05-06T08:45:38Z,0,W,0
@aquawrld,2024-05-06T08:45:22Z,2024-05-06T08:45:22Z,1,“these BLOODY foreigners”<br>sat with two nigerians 🤣,-1
@garethmillar9738,2024-05-06T08:43:39Z,2024-05-06T08:43:39Z,1,"hope you are well ethan, great video :",1
@bibhushanrajthala,2024-05-06T08:42:35Z,2024-05-06T08:42:35Z,4,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3669"">1:01:09</a> THEM SHOUTING HILARIOUS",1
@srijanvjra,2024-05-06T08:42:26Z,2024-05-06T08:42:26Z,1,GET WELL SOON BAZINGA,0
@Yungfox1,2024-05-06T08:42:01Z,2024-05-06T08:42:01Z,0,"Has anyone ever noticed how vik never gets involved and does the bare minimum when it comes to the videos. <a href=""http://www.youtube.com/results?search_query=%23vikout"">#vikout</a> <a href=""http://www.youtube.com/results?search_query=%23boring"">#boring</a>",1
@brendanhodgson9701,2024-05-06T08:41:12Z,2024-05-06T08:41:12Z,0,Hahaha can&#39;t believe the first time ever it was a whole team swap and can&#39;t wait to see the next one. Also hope Ethan&#39;s OK and maybe it&#39;ll be good to do a video where all of yous go on vacation and just relax. Just do a few days of vacation and just relax to look after yourselves,1
@satishrajnadar3622,2024-05-06T08:41:11Z,2024-05-06T08:41:11Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1292"">21:32</a>  im a real black man 😂",-1
@BPSShekhawat,2024-05-06T08:41:06Z,2024-05-06T08:41:21Z,3,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2197"">36:37</a> Well Behz u almost said the truth 😂 and now we know you weren&#39;t joking mate...hope you are fine now❤",1
@luvss16,2024-05-06T08:41:05Z,2024-05-06T08:41:05Z,0,Did they copy beta squad orr?,0
@bibhushanrajthala,2024-05-06T08:40:24Z,2024-05-06T08:40:24Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3570"">59:30</a>",0
@SufiyanKhan-id3jd,2024-05-06T08:39:24Z,2024-05-06T08:39:24Z,0,Respect for Ethan,0
@parthsrikanth2627,2024-05-06T08:39:22Z,2024-05-06T08:39:22Z,0,Might even pick up BBL Drizzy on the way,0
@PeroSapina-tn3bb,2024-05-06T08:38:25Z,2024-05-06T08:38:25Z,0,Last in America,0
@dominicdovell,2024-05-06T08:38:18Z,2024-05-06T08:38:18Z,0,ethan is a good host,1
@kevin_jr07,2024-05-06T08:38:16Z,2024-05-06T08:38:16Z,0,Good video props to ethan man,1
@hollydow2043,2024-05-06T08:38:13Z,2024-05-06T08:38:13Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3060"">51:00</a> Harry’s outfit are fire in this vid 😩",0
@lilpopism,2024-05-06T08:37:57Z,2024-05-06T08:37:57Z,0,Ethan’s payback 😂😂😂,0
@bibhushanrajthala,2024-05-06T08:37:44Z,2024-05-06T08:37:44Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3452"">57:32</a> i did not expect the complete team swap.. Ethan goated... that was epic...",1
